epoch,accuracy,loss,val_accuracy,val_loss
0,0.7866666913032532,0.5376873016357422,0.8541666865348816,0.4281121790409088
1,0.934166669845581,0.19895321130752563,0.9166666865348816,0.2938096821308136
2,0.9674999713897705,0.07738538086414337,0.8125,0.4980646073818207
3,0.9858333468437195,0.029891131445765495,0.8958333134651184,0.34443965554237366
4,0.9975000023841858,0.011375525034964085,0.9375,0.277629554271698
5,1.0,0.0012760391691699624,0.9166666865348816,0.2670283615589142
6,1.0,0.0004167871084064245,0.9375,0.2741052806377411
7,1.0,0.0002422815014142543,0.9583333134651184,0.2549843490123749
8,1.0,0.00019070832058787346,0.9583333134651184,0.25569048523902893
9,1.0,0.000157876405864954,0.9583333134651184,0.2554542124271393
10,1.0,0.00013396862777881324,0.9583333134651184,0.2548835277557373
11,1.0,0.00011594053648877889,0.9583333134651184,0.25967440009117126
12,1.0,0.00010179185483139008,0.9583333134651184,0.262902170419693
13,1.0,9.053415851667523e-05,0.9583333134651184,0.26807162165641785
14,1.0,8.102801803033799e-05,0.9583333134651184,0.27366307377815247
15,1.0,7.29320672689937e-05,0.9583333134651184,0.27575311064720154
0,0.753333330154419,0.5968143939971924,0.7708333134651184,0.7182149887084961
1,0.9483333230018616,0.14710545539855957,0.7916666865348816,0.8540331721305847
2,0.9558333158493042,0.10073768347501755,0.8125,0.6727283596992493
3,0.9666666388511658,0.10219575464725494,0.8125,0.6848864555358887
4,0.9916666746139526,0.022322913631796837,0.8125,0.9312158226966858
5,0.987500011920929,0.03333346173167229,0.8541666865348816,0.7419807314872742
6,0.9941666722297668,0.01873558945953846,0.8333333134651184,0.6674084663391113
7,0.9958333373069763,0.014994681812822819,0.8125,0.8773710131645203
8,0.9950000047683716,0.01991351880133152,0.8333333134651184,0.7889347076416016
9,0.9975000023841858,0.005127772223204374,0.8125,1.0649439096450806
10,0.9991666674613953,0.0019491624552756548,0.8541666865348816,0.8252947926521301
11,1.0,0.00024026937899179757,0.8541666865348816,0.8213375210762024
0,1.0,0.00017864875553641468,0.8541666865348816,0.8251445889472961
1,1.0,0.00014686441863887012,0.8541666865348816,0.8326029181480408
0,0.7358333468437195,0.5835885405540466,0.8333333134651184,0.6526198387145996
1,0.9399999976158142,0.16319692134857178,0.8125,0.5398361086845398
2,0.9558333158493042,0.12290774285793304,0.7916666865348816,0.7056171894073486
3,0.9741666913032532,0.08515694737434387,0.8958333134651184,0.4124874770641327
4,0.9808333516120911,0.05344272777438164,0.9166666865348816,0.4492478370666504
5,0.9933333396911621,0.030028874054551125,0.8125,1.0289007425308228
6,0.9866666793823242,0.029046323150396347,0.8333333134651184,0.6456130146980286
7,1.0,0.0021839148830622435,0.8958333134651184,0.648279070854187
8,1.0,0.00039505341555923223,0.8958333134651184,0.7003597617149353
0,0.6866666674613953,0.6635646820068359,0.7708333134651184,0.5277782082557678
1,0.85916668176651,0.3085801899433136,0.8333333134651184,0.3351118564605713
2,0.9275000095367432,0.16731363534927368,0.8541666865348816,0.3544037342071533
