epoch,accuracy,loss,val_accuracy,val_loss
0,0.35799136757850647,1.3336219787597656,0.410907119512558,1.2040152549743652
1,0.4622030258178711,1.148815631866455,0.5248380303382874,1.1179473400115967
2,0.5367170572280884,1.0489197969436646,0.5626350045204163,1.0052599906921387
3,0.5755939483642578,0.9736351370811462,0.6803455948829651,0.8238767981529236
4,0.6576673984527588,0.8105559945106506,0.6490280628204346,0.8374081254005432
5,0.7041036486625671,0.7175452709197998,0.6015118956565857,1.2501657009124756
6,0.7532397508621216,0.593546450138092,0.7440604567527771,0.6553713083267212
7,0.7894168496131897,0.530796468257904,0.8412526845932007,0.43894949555397034
8,0.823974072933197,0.44759199023246765,0.8234341144561768,0.4732057750225067
9,0.8801295757293701,0.34553617238998413,0.8336933255195618,0.41106879711151123
10,0.9017278552055359,0.25713998079299927,0.9341252446174622,0.19140125811100006
11,0.9249460101127625,0.21034277975559235,0.9422246217727661,0.16995397210121155
12,0.9254859685897827,0.2116742730140686,0.9249460101127625,0.20468033850193024
13,0.9352051615715027,0.17342513799667358,0.9065874814987183,0.2910577058792114
14,0.9362850785255432,0.16846033930778503,0.9789416790008545,0.06523635238409042
15,0.9713822603225708,0.07903461903333664,0.980021595954895,0.05589637905359268
16,0.970302402973175,0.0924040898680687,0.9476242065429688,0.14413100481033325
17,0.9449244141578674,0.17027652263641357,0.9622030258178711,0.10234498232603073
18,0.9605831503868103,0.11562859266996384,0.9697624444961548,0.09918135404586792
19,0.9686825275421143,0.10811340808868408,0.9724621772766113,0.08166088908910751
0,0.3466522693634033,1.344349980354309,0.4119870364665985,1.2625588178634644
1,0.433045357465744,1.188080072402954,0.5280777812004089,1.0600008964538574
2,0.519978404045105,1.0801953077316284,0.4967602491378784,1.1120784282684326
3,0.562095046043396,0.9871454834938049,0.6025918126106262,0.9050374031066895
4,0.6209503412246704,0.8638606071472168,0.6225702166557312,0.8426992893218994
5,0.6787257194519043,0.7732062339782715,0.7489200830459595,0.6302400827407837
6,0.7240820527076721,0.636530876159668,0.8358531594276428,0.4969300925731659
7,0.7910367250442505,0.5260040163993835,0.8358531594276428,0.45588618516921997
8,0.8207343220710754,0.4447368383407593,0.7570194602012634,0.6171781420707703
9,0.8482721447944641,0.3915432095527649,0.8682505488395691,0.3487500250339508
10,0.8855291604995728,0.3189195990562439,0.8385528922080994,0.46690481901168823
11,0.908207356929779,0.2603636384010315,0.9454643726348877,0.16120751202106476
12,0.9217062592506409,0.22124357521533966,0.9276458024978638,0.21146069467067719
13,0.9298056364059448,0.19069541990756989,0.832073450088501,0.4564155042171478
14,0.937904953956604,0.16896706819534302,0.9821814298629761,0.06128044053912163
15,0.9476242065429688,0.1527094542980194,0.9746220111846924,0.07289279997348785
16,0.9530237317085266,0.1468328833580017,0.9514039158821106,0.14430202543735504
17,0.957883358001709,0.11862538009881973,0.9416846632957458,0.1589508205652237
18,0.9530237317085266,0.14591731131076813,0.9395248293876648,0.17432188987731934
19,0.9740820527076721,0.08278204500675201,0.9805615544319153,0.059621863067150116
0,0.3547516167163849,1.3306818008422852,0.46274298429489136,1.1899018287658691
1,0.4514038860797882,1.1696089506149292,0.4632829427719116,1.0808544158935547
2,0.519978404045105,1.064119815826416,0.5604751706123352,0.9534193873405457
3,0.5685744881629944,0.9737517237663269,0.6609071493148804,0.8247088193893433
4,0.6204103827476501,0.8638631105422974,0.7046436071395874,0.7407938838005066
5,0.6603671908378601,0.7812948226928711,0.696004331111908,0.6874899864196777
6,0.7219222187995911,0.6907963752746582,0.758099377155304,0.6330968737602234
7,0.7834773063659668,0.5614868998527527,0.769978404045105,0.5921674966812134
8,0.7964363098144531,0.5316913723945618,0.8110151290893555,0.4946376383304596
9,0.8293736577033997,0.4217149019241333,0.9168466329574585,0.24578936398029327
10,0.866090714931488,0.3553023934364319,0.852051854133606,0.41426119208335876
11,0.9022678136825562,0.27537256479263306,0.9217062592506409,0.2245173454284668
12,0.9163066744804382,0.2524837553501129,0.9227861762046814,0.20584428310394287
13,0.9233261346817017,0.21061931550502777,0.96004319190979,0.12258684635162354
14,0.9395248293876648,0.1765669584274292,0.9530237317085266,0.13942833244800568
15,0.9514039158821106,0.15454687178134918,0.9362850785255432,0.19264718890190125
16,0.9697624444961548,0.09851580113172531,0.9476242065429688,0.13920053839683533
17,0.9514039158821106,0.1464286595582962,0.9670626521110535,0.10663730651140213
18,0.9449244141578674,0.15652117133140564,0.9740820527076721,0.08893520385026932
19,0.9708423614501953,0.0889250785112381,0.9762418866157532,0.06652634590864182
0,0.3466522693634033,1.3443304300308228,0.370950311422348,1.2984439134597778
1,0.46274298429489136,1.1666465997695923,0.5253779888153076,1.0615928173065186
2,0.5059395432472229,1.0835168361663818,0.5836933255195618,0.9466434121131897
3,0.573974072933197,0.9419661164283752,0.5955723524093628,0.904384970664978
4,0.6355291604995728,0.8535723090171814,0.5923326015472412,0.9616836309432983
5,0.6965442895889282,0.7334030270576477,0.7780777812004089,0.5689293146133423
6,0.7305615544319153,0.6483832597732544,0.8050755858421326,0.5459514260292053
7,0.7937365174293518,0.5061202645301819,0.7910367250442505,0.5298432111740112
8,0.8412526845932007,0.4214683771133423,0.7894168496131897,0.5706199407577515
9,0.855831503868103,0.37702539563179016,0.8272138237953186,0.45277923345565796
10,0.906047523021698,0.2674890458583832,0.8687905073165894,0.35976019501686096
11,0.883909285068512,0.31266170740127563,0.9006479382514954,0.2848861813545227
12,0.9384449124336243,0.17059870064258575,0.928185760974884,0.20826281607151031
13,0.928185760974884,0.20811420679092407,0.9389848709106445,0.1767800748348236
14,0.9422246217727661,0.16669143736362457,0.9573433995246887,0.12015025317668915
15,0.9508639574050903,0.15071234107017517,0.9746220111846924,0.08895491063594818
16,0.9616630673408508,0.11875727772712708,0.9740820527076721,0.08083198219537735
17,0.9665226936340332,0.10452502220869064,0.8752699494361877,0.34605059027671814
18,0.9503239989280701,0.15394191443920135,0.9730021357536316,0.0755314752459526
19,0.9713822603225708,0.08710791170597076,0.9627429842948914,0.11140161007642746
0,0.4437499940395355,1.2147777080535889,0.46875,1.0767557621002197
1,0.5395833253860474,0.9324755072593689,0.34375,1.275665521621704
2,0.637499988079071,0.8328530788421631,0.574999988079071,0.9174811244010925
